nk,en
김정은동지께서는 전체 참가자들이 최대비상방역전의 값비싼 승리를 새로운 투쟁력과 분발력으로 승화시켜 국가방역능력건설에 박차를 가함으로써 가장 우월한 우리식 사회주의제도의 위력을 백방으로 강화해나가리라는 기대를 표명하시고 그들과 함께 기념사진을 찍으시였다.,"Expressing expectations that all the participants would consolidate the might of the most advantageous Korean-style socialist system in every way by turning the priceless victory in the maximum emergency anti-epidemic campaign into new source of energy for redoubled efforts to accelerate the bolstering of the state anti-epidemic capabilities, he had a photo taken with them."
"전체 참가자들은 경애하는 김정은동지의 령도따라 사상최악의 위기를 과감히 이겨낸 불굴의 정신력과 영웅적기개로 귀중한 우리 국가의 안전과 우리의 생활, 희망넘친 미래를 더욱 굳건히 지키며 사회주의의 전면적발전을 이룩하기 위한 력사적대업을 힘있게 다그쳐나갈 철석의 의지를 가다듬었다.","All the participants renewed their firm will to dynamically accelerate the great historic cause of comprehensive development of socialism, more firmly defending the security of their precious country, life and hopeful future by dint of the indomitable spiritual strength and heroic mettle displayed to boldly overcome the worst-ever crisis under the guidance of the respected General Secretary."
경애하는 김정은동지께서 제８차 전국로병대회 참가자들과 기념사진을 찍으시였다,Respected Comrade Kim Jong Un Has Photo Session with War Veterans
조선로동당 총비서이시며 조선민주주의인민공화국 국무위원장이신 경애하는 김정은동지께서 ７월 ２８일 위대한 전승절을 뜻깊게 기념한 제８차 전국로병대회 참가자들을 조국해방전쟁승리기념탑앞에서 만나시고 그들과 함께 기념사진을 찍으시였다.,"Kim Jong Un, general secretary of the Workers' Party of Korea (WPK) and president of the State Affairs of the Democratic People's Republic of Korea, met and had a photo session with the participants in the 8th National Conference of War Veterans who significantly commemorated the great V-Day before the Monument to the Victorious Fatherland Liberation War on July 28."
"전쟁로병들을 력사의 풍파속에서도 억척불변하는 우리 공화국의 주추를 다진 가장 영웅적인 세대, 백절불굴하는 위대한 조선인민의 전형으로 내세워주시며 모두가 로당익장하여 한생을 긍지높이 빛내여가도록 크나큰 은정을 거듭 베풀어주시는 경애하는 원수님에 대한 다함없는 흠모의 정이 촬영장소에 차넘치고있었다.",The venue of the photo session was overflowing with the boundless reverence for the respected General Secretary Kim Jong Un who holds up the war veterans as the most heroic generation and model of the indomitable and great Korean people who laid the cornerstone of the DPRK remaining stable and unchanged despite the trials of history and repeatedly bestows warm benevolence on them so that they can gain in vigor despite their advanced years and continue to add luster to their lives with pride.
경애하는 총비서동지께서 도착하시자 전체 참가자들은 우리 조국에 불멸의 영광과 명성을 안겨준 ７.２７의 승리전통과 영웅정신을 세기를 이어 빛내이시며 사회주의조선의 존엄과 강대성을 세계만방에 힘있게 떨쳐가시는 불세출의 강철의 령장이시며 백전백승의 기치이신 김정은동지를 우러러 열광넘친 환호를 터쳐올리였다.,"When Kim Jong Un arrived at the venue of the photo session, all the participants raised enthusiastic cheers for him, the peerlessly iron-willed commander and the ever-victorious banner who adds luster to the tradition of victory and the heroic spirit of July 27 that brought immortal glory and honor to our country century after century and who fully demonstrates to the world the dignity and mightiness of socialist Korea."
"김정은동지께서는 류례없이 가렬처절하였던 혁명전쟁에서 피어린 군공으로써 미제국주의의 날강도적인 침략을 결사적으로 격퇴하고 대를 이어 영원히 계승해나가야 할 조국수호와 혁명보위, 계급성전의 훌륭한 본보기를 창조하였으며 백발을 머리에 인 오늘에도 우리 당과 인민에게 있어서 그 누구도 대신할수 없는 무한한 힘과 정신적기둥이 되여주는 조국해방전쟁참전자들에게 다시금 숭고한 경의를 표시하시였다.","He again paid his deep respects to the participants in the Fatherland Liberation War who defied death to repel the gangster-like U.S. imperialists' aggression in the hard-fought revolutionary war unprecedented in history through their bloody distinguished service and set a good example to be followed by the rising generations in defending the country and the revolution and fighting a sacred class war and are still serving as the inexhaustible strength and mental mainstay of our Party and people that can never be substituted by anyone, though their hair turned grey."
김정은동지께서는 존엄높은 사회주의조선의 귀중한 모든것은 １９５０년대 조국방위자들의 불멸의 공적과 하나로 잇닿아있다고 하시면서 전승세대의 고귀한 사상정신적재부가 후손들의 피와 살이 되고 참된 삶과 투쟁의 영양소로 되고있는 여기에 우리 조국의 필승불패의 원천이 있다고 말씀하시였다.,"Saying that everything dear to dignified socialist Korea is associated with the immortal feats of the defenders of the country in the 1950s, he stressed that the precious ideological and moral wealth of the generation who won the victory in the war serve as the blood and flesh of the descendants and as a nutrient for their true life and struggle and therein lies the source of invincibility of our country."
"김정은동지께서는 전승세대가 목숨을 바쳐 지켜낸 이 땅, 한생토록 애국의 성실한 자욱을 새겨온 조국강토를 전체 인민이 부럼없는 복락을 향유하는 강대하고 끝없이 번영하는 사회주의락원으로 꾸려나가실 철석의 의지를 피력하시면서 전쟁로병들과 함께 뜻깊은 기념사진을 찍으시였다.","He had a meaningful photo session with the war veterans, affirming his firm will to turn the land of the country, defended and ardently loved by the generation of war victors at the cost of their lives, into a powerful and eternally prosperous socialist paradise where all the people enjoy a happy life."
기념촬영이 끝나자 또다시 《만세!》의 환호성이 터져올랐다.,"At the end of the photo session, all the participants again broke into cheers of ""Hurrah!"""
경애하는 김정은동지께서는 격정의 눈물속에 앞을 다투어 다가서는 전쟁로병들의 손을 따뜻이 잡아주시고 모두가 건강장수하기를 바라시며 오래도록 뜨거운 인사를 보내시였다.,He warmly grasped the hands of war veterans coming near to him with tears of emotion and extended warm greetings to them for a long time as a token of his wish for their longevity in good health.
경애하는 김정은동지께서 위대한 전승절에 즈음하여 우의탑을 찾으시였다,Respected Comrade Kim Jong Un Visits Friendship Tower
조선로동당 총비서이시며 조선민주주의인민공화국 국무위원장이신 경애하는 김정은동지께서 위대한 전승절에 즈음하여 ７월 ２８일 우의탑을 찾으시였다.,"Kim Jong Un, general secretary of the Workers' Party of Korea and president of the State Affairs of the Democratic People's Republic of Korea, visited the Friendship Tower on Thursday on the occasion of the great war victory day."
"조용원동지, 박정천동지, 리병철동지, 리일환동지, 리영길동지, 정경택동지, 리태섭동지, 김성남동지, 리선권동지, 최선희동지가 동행하였다.","He was accompanied by Jo Yong Won, Pak Jong Chon, Ri Pyong Chol, Ri Il Hwan, Ri Yong Gil, Jong Kyong Thaek, Ri Thae Sop, Kim Song Nam, Ri Son Gwon and Choe Son Hui."
화환진정곡이 울리는 가운데 김정은동지의 명의로 된 화환이 진정되였다.,A wreath in the name of the respected Comrade Kim Jong Un was laid at the tower amid the playing of the wreath-laying music.
조선로동당 중앙위원회와 조선민주주의인민공화국 국무위원회의 명의로 된 화환들이 진정되였다.,Also laid there were wreaths in the names of the WPK Central Committee and the State Affairs Commission of the DPRK.
화환들의 댕기에는 《중국인민지원군 렬사들은 영생할것이다》라는 글발이 씌여져있었다.,"Written on the ribbons of the wreaths were the letters ""Martyrs of the Chinese People's Volunteers will always be alive""."
김정은동지께서는 공동의 위업을 위해 제국주의침략을 물리치는 한전호에서 고귀한 피를 아낌없이 흘린 중국인민지원군 렬사들에게 숭고한 경의를 표하시였다.,Kim Jong Un paid high tribute to the martyrs of the Chinese People's Volunteers (CPV) who unsparingly shed their valuable blood in the same trenches for repulsing the imperialist aggression for the sake of the common cause.
조선인민군 명예위병대의 분렬행진이 진행되였다.,There was a march past of the guard of honor of the Korean People's Army.
김정은동지께서는 동행한 간부들과 함께 우의탑을 돌아보시였다.,Kim Jong Un went round the Friendship Tower together with cadres accompanied.
김정은동지께서는 조국해방전쟁의 위대한 승리사에 력력히 아로새겨진 중국인민지원군 장병들의 빛나는 전투적위훈과 공적은 불멸할것이며 피로써 맺어지고 력사의 온갖 격난속에서 더욱 굳건해진 조중친선은 사회주의위업의 줄기찬 전진과 더불어 대를 이어 계승발전될것이라고 말씀하시였다.,"He stressed that the brilliant combat merits and feats of the CPV officers and men, obviously recorded in the history of the great victory in the Fatherland Liberation War, would be immortal and that the DPRK-China friendship, sealed in blood and further cemented in all sorts of trying ordeals of history, would be carried forward and developed generation after generation along with the dynamic advance of the socialist cause."
경애하는 김정은동지께서 전승혁명사적부문 강사들을 만나시고 기념사진을 찍으시였다,Respected Comrade Kim Jong Un Has Photo Session with Lecturers Engaged in Administration of Revolutionary Relics Associated with Victorious War
조선로동당 총비서이시며 조선민주주의인민공화국 국무위원장이신 경애하는 김정은동지께서 ７월 ２８일 제８차 전국로병대회에 참가한 전승혁명사적부문 강사들을 조국해방전쟁승리기념관에서 만나시고 그들과 기념사진을 찍으시였다.,"Kim Jong Un, general secretary of the Workers' Party of Korea and president of the State Affairs of the Democratic People's Republic of Korea, met and had a photo session with lecturers engaged in the administration of revolutionary relics associated with the victorious war who participated in the 8th National Conference of War Veterans at the Victorious Fatherland Liberation War Museum on July 28."
오매에도 뵙고싶던 경애하는 원수님을 모시고 우리 당의 불멸의 전승업적을 만대에 길이 전하는 승리전통교양의 대전당에서 뜻깊은 기념사진을 찍는 한생의 가장 큰 소원을 성취하게 된 강사들은 크나큰 감격과 환희에 휩싸여있었다.,"The lecturers were overcome with great emotion and delight of having a significant photo session with the respected General Secretary Kim Jong Un, their long-cherished desire, at the grand seat for education in the victorious tradition conveying the Party's immortal exploits for war victory generation after generation."
경애하는 김정은동지께서 조국해방전쟁승리기념관 중앙홀에 도착하시자 전체 참가자들은 위대한 우리 조국의 영원한 전승절을 성대히 기념하는 승리자들의 대축전에 불러주시고 대해같은 사랑과 믿음을 거듭 안겨주시는 우리당 총비서동지를 우러러 열광적인 《만세!》의 환호를 올리고 또 올리였다.,"When Kim Jong Un arrived at the central hall of the museum, all the participants shouted enthusiastic ""Hurrah!"", looking up to him who invited them to the grand festival of victors to celebrate the eternal V-day of the great country and bestowed warm love and trust on them again and again."
"김정은동지께서는 조국해방전쟁의 빛나는 승리를 안아오신 위대한 수령님의 영광찬란한 혁명업적이 깃들어있는 성지를 지켜선 남다른 긍지와 자부를 안고 사상의 전초병, 근위병으로서의 임무를 성실히 수행하고있는 강사들에게 뜨거운 격려의 인사를 보내시였다.",He extended warm greetings of encouragement to the lecturers who have sincerely performed their duties as the frontline soldiers and guards in the field of ideological education with high pride of defending the sacred sites associated with the glorious and revolutionary exploits of President Kim Il Sung who won the brilliant victory in the Fatherland Liberation War.
"김정은동지께서는 전승혁명사적부문 강사들은 당의 전승령도사를 대중에게 체득시키는 직접적담당자, 핵심들이라고 하시면서 높은 정치리론수준과 능란한 강의술, 해박한 지식으로 강의를 통속적이고 생동하게, 진실하고 감명깊게 하여 우리 인민과 인민군장병들, 청소년학생들을 혁명의 １세, ２세들처럼 당과 조국을 위하여 헌신하는 견결한 혁명가들로 억세게 준비시켜야 한다고 말씀하시였다.","Saying that the lecturers engaged in the administration of revolutionary relics associated with victorious war are the direct performers and cores who provide the masses with full understanding of the Party's leadership history for war victory, he called upon them to give popular, vivid, honest and impressive lectures with their high politico-theoretical level, skillful art of lecturing and exhaustive knowledge and thus to firmly prepare the people, service personnel, youth and students as resolute revolutionaries who devote themselves to the Party and the country like the first and second generations of the revolution."
김정은동지께서는 위대한 승리전통을 대를 이어 빛내여나가는데서 중요한 몫을 맡고있는 전승혁명사적부문 강사들과 일군들에 대한 우리 당의 기대를 한시도 잊지 말고 사적지관리사업과 교양사업에서 보다 큰 성과를 이룩하리라는 확신을 표명하시면서 그들과 뜻깊은 기념사진을 찍으시였다.,"Expressing conviction that the lecturers and officials engaged in the administration of revolutionary relics associated with victorious war who take an important share in glorifying the traditions of the great victory through generations would make bigger achievements in the preservation of revolutionary sites and education, not forgetting the Party's expectation for them even a moment, he had a significant photo session with them."
"전체 참가자들은 경애하는 김정은동지께서 안겨주신 하늘같은 믿음을 인생의 가장 큰 재부로 간직하고 위대한 년대의 영웅적투쟁정신과 기풍을 인민들과 인민군장병들, 새세대들의 심장마다에 영원한 넋으로, 투쟁과 전진의 무기로 깊이 심어주는 힘있는 선전자, 교양자로서의 책임과 본분을 다해나갈 굳은 결의를 다짐하였다.","All the participants made a firm resolution to fulfill their responsibility and duty as powerful explainers and educators who deeply implant the heroic fighting spirit and traits of the great years in the minds of the people, service personnel and new generations as the eternal soul and weapon of struggle and advance, keeping his deep trust as the biggest asset of their life."
위대한 전승 ６９돐 기념행사 성대히 진행 경애하는 김정은동지께서 참석하시여 뜻깊은 연설을 하시였다,Event Held with Splendor to Mark 69th Anniversary of Great War Victory Respected Comrade Kim Jong Un Makes Significant Speech
"백전백승 조선로동당의 향도따라 사회주의승리의 활로를 힘차게 열어나가고있는 우리 인민과 인민군장병들은 년대와 세기를 이어 빛내여온 영웅조선, 영웅인민의 무한한 자긍심을 안고 위대한 전승 ６９돐을 뜻깊게 기념하고있다.","Amid the vigorous advance to open up the broad avenue for socialist victory under the guidance of the ever-victorious Workers' Party of Korea, the civilians and servicepersons of the DPRK are significantly celebrating the 69th anniversary of the victory in the great Fatherland Liberation War with the high pride of heroic Korea and the heroic people who have been glorified century after century."
영광스러운 조선민주주의인민공화국의 발전행로에 백승의 만년초석으로 고여진 위대한 전승의 날을 맞으며 전화의 영웅세대가 혁명유산으로 물려준 투쟁정신과 승리전통을 혈맥으로 이어가며 주체혁명위업을 반드시 계승완성할 인민의 굳센 신념과 의지가 온 나라에 차넘치는 속에 수도 평양의 조국해방전쟁승리기념탑앞에서 성대한 기념행사가 진행되였다.," A grand celebration event took place in front of the Monument to the Victorious Fatherland Liberation War in the capital city of Pyongyang when the whole country is overflowing with a firm faith and will of the people to succeed as blood vessel the fighting spirit and tradition of victory, the revolutionary legacy bequeathed by the heroic generation of war participants, and accomplish the revolutionary cause of Juche without fail on the occasion of the great war victory day that provided an eternal foundation for all victories in the development course of the glorious Democratic People's Republic of Korea."
조선로동당 총비서이시며 조선민주주의인민공화국 국무위원장이신 경애하는 김정은동지께서 기념행사에 참석하시였다.," Kim Jong Un, general secretary of the Workers' Party of Korea and president of the State Affairs of the DPRK, attended the celebration event."
력사상 처음으로 세계제국주의의 괴수인 미제에게 수치스러운 파멸을 선고한 영웅조선의 존엄높은 모습이 불멸의 승리상으로 거연히 솟아 빛나는 승리전통교양의 대전당은 김정은동지를 모시고 위대한 전승절을 영광과 계승의 대축전으로 뜻깊게 기념하게 되는 전체 참가자들의 환희와 격정으로 세차게 설레이였다.," The grand seat for education in victory tradition, which imposingly stands as the main statue of victor representing the dignified picture of heroic Korea that pronounced for the first time in history the shameful destruction on the U.S., the chieftain of the world imperialism, was filled with delight and passion of all the participants who are to significantly commemorate the great war victory day as a grand festival of glory and succession with Kim Jong Un in attendance."
기념행사의 례식이 진행되였다., A ceremony of the commemorative event was held.
전투적기백으로 충만된 혁명군가에 맞추어 펼쳐지는 국방성중앙군악단의 각이한 대형변화와 조선인민군 명예위병들의 능란하고 재치있는 무기기교가 전승절의 열광을 더해주었다., The central military band of the Ministry of National Defence made different formations to the tune of revolutionary military songs full of the fighting spirit and members of the honor guard of the Korean People's Army (KPA) showed dexterity with rifles.
이어 항공륙전병의 강하기교와 전투비행대들의 기교비행이 있었다., Then paratroopers and combat flying corps demonstrated their skills.
"고도 １, ２００m 상공에서 락하한 항공륙전병이 조종락하산을 펼치고 위대한 전승의 년대를 안아온 조국수호자들에게 드리는 한송이의 눈부신 꽃으로 밤하늘을 누비였다."," A paratrooper dropped at an altitude of 1 200 meters, released a control parachute and threaded the nocturnal sky like a dazzling flower presenting to the defenders of the country in the great years of war victory."
"승리의 ７.２７을 위하여 유명무명의 영웅전사들이 가정과 사랑, 꿈과 희망, 청춘과 생명까지도 서슴없이 다 바치면서 피로써 지키고 물려준 성스러운 공화국기발을 ７월의 하늘가에 거폭으로 장엄하게 휘날리는 락하산병에게 참가자들이 열렬한 박수갈채를 보내였다."," The participants warmly applauded the paratrooper solemnly flying in the sky of July the sacred flag of the Republic, which the heroic soldiers, sung and unsung, defended with blood and handed down by sacrificing even their families, love, dreams, hope, youth and lives to bring about the victory of July 27."
조국해방전쟁시기 남진의 돌격로를 제일먼저 열어놓은 빛나는 군공과 더불어 근위부대칭호를 수여받은 조선인민군 공군부대의 전투비행사들이 기교비행에 진입하였다.," Combat pilots of the KPA air force units, which were awarded the guard unit title with military merits for opening the way to a charge for southward advance earlier than other units during the Fatherland Liberation War, began demonstrating their aviation skills."
"장쾌한 폭음을 울리며 급강하하는 초저공비행과 불줄기를 뿜으며 솟구치는 수직급상승기교, 급라선상승비행을 비롯한 여러가지 공중전투비행동작들을 능숙히 수행하면서 전승절의 야공에 경축의 불보라, 경의의 축포탄들을 터치는 비행대들을 향해 참가자들은 경탄의 환성을 연방 터치였다."," The participants raised cheers of admiration at the flying corps letting off fireworks of celebration and respect in the nocturnal sky on the war victory day while displaying such aerial combat flying movements as zero feet flight, vertical zooming and spiral climb blowing off shower of fire."
"위대한 수령, 불세출의 령장을 높이 모신 력사의 행운속에 조국해방전쟁의 １, １２９일을 동서고금 전쟁사에 전무후무한 위훈으로 빛내이며 세기적인 전승신화를 창조하고 우리의 자랑찬 국호와 국기를 세계강국의 지위에 당당히 떠올려놓았음을 경쾌한 선률과 박력있는 률동, 세련된 강하 및 비행기교로 펼친 례식은 기념행사의 서막을 이채롭게 장식하였다."," Light melodies, dynamic rhythms and seasoned dropping and flying skills colorfully decorated the prelude of the commemorative event, indicating that during 1 129 days of the Fatherland Liberation War the service personnel and civilians of the DPRK performed great feats unprecedented in the world war history, created the great war victory myth and crowned their proud nomenclature and national flag with the laurels of a full-fledged world power, under the guidance of the great leader, the peerlessly brilliant commander."
환영곡이 울리는 가운데 경애하는 총비서동지께서와 리설주녀사께서 전쟁로병들과 함께 나오시였다., The respected General Secretary Kim Jong Un and his wife  Ri Sol Ju appeared at the event venue together with war veterans amid the playing of the welcome music.
전체 참가자들은 전대미문의 격난속에서도 세기의 정상에 주체조선을 강용히 떠올리시고 민족만대에 불멸할 위대한 승리사를 수놓아가시는 우리 당과 국가의 모든 승리와 영광의 상징이신 김정은동지를 우러르며 폭풍같은 《만세!》의 환호성을 터쳐올리였다.," All the participants burst into stormy cheers of ""Hurrah!"", looking up to Kim Jong Un, the symbol of all victories and glory of our Party and state, who has put Juche Korea up on the peak of the century despite the unprecedented hardships, making a great history of victory to be immortal for all ages of the nation."
김정은동지께와 리설주녀사께 소년단원들이 향기그윽한 꽃다발을 드리였다., Kim Jong Un and Ri Sol Ju were presented with bunches of fragrant flowers by members of the Children's Union. 
김정은동지께서는 열광의 환호에 따뜻이 답례하시며 전승절을 맞는 전국의 전쟁로병들과 전체 인민에게 따뜻한 축하의 인사를 보내시였다.," Kim Jong Un warmly waved back to the enthusiastically cheering participants, extending warm greetings to the war veterans across the country and all other people on the war victory day."
"최영림동지, 태종수동지, 리명수동지, 안심동지, 김경옥동지, 김시학동지, 리길송동지를 비롯한 조국해방전쟁참전자들이 기념행사에 초대되였다."," Invited to the event were participants in the Fatherland Liberation War including Choe Yong Rim, Thae Jong Su, Ri Myong Su, An Sim, Kim Kyong Ok, Kim Si Hak and Ri Kil Song."
"당과 정부의 간부들이 전승혁명사적부문 강사들, 혁명학원 학생들, 청년대학생들, 성, 중앙기관 일군들, 평양시민들과 함께 참가하였다."," Attending it were cadres of the Party and the government together with lecturers in the field of revolutionary history of war victory, students of revolutionary schools, university students, officials of ministries and national institutions and Pyongyangites."
"국방성 책임일군들, 군종사령관들, 대련합부대, 련합부대 군정지휘관들과 인민군장병들이 참가하였다."," Also present were senior officials of the Ministry of National Defence, commanders of the services, military and political commanding officers of large combined units and combined units and other officers and men of the KPA."
국기게양식이 진행되였다., There was a ceremony of hoisting the national flag.
조선인민군 명예위병들이 조선민주주의인민공화국 국기를 받쳐들고 《우리의 국기》의 노래선률에 발맞추어 엄숙히 입장하였다.," Members of the KPA honor guard solemnly entered the venue to the tune of the song ""Our National Flag"", upholding the DPRK flag."
조선민주주의인민공화국 국가가 장중히 주악되는 속에 전승절의 밤하늘가에 성스러운 람홍색공화국기발이 서서히 게양되였다.," Amid the solemn playing of the DPRK national anthem, the sacred national flag was gradually hoisted up to the nocturnal sky of the war victory day."
경애하는 김정은동지께서 뜻깊은 전승절기념연설을 하시였다., Kim Jong Un made a significant speech commemorating the war victory day.
"영광스러운 조국을 영예롭게 수호하고 우리 혁명이 대를 이어 승승장구해나갈수 있게 하는 사상정신적재부를 마련한 위대한 혁명세대에 대한 열렬한 사랑과 존경, 숭고한 도덕의리심이 강렬히 맥동치고 선렬들의 고귀한 생명과 바꾼 가장 존엄높고 자주적인 강국, 인민의 나라를 세계만방에 영원토록 빛내여갈 엄숙한 선언으로 심장의 피를 끓게 하는 김정은동지의 연설은 전체 참가자들을 세차게 격동시키였다."," His speech greatly stirred up the hearts of all the participants as it was pulsating with warm love, respect and noble moral obligation toward the great revolutionary generation who honorably defended the glorious fatherland and provided a mental and moral asset making our revolution always emerge victorious through generations to come and with the solemn declaration of the will to display forever the most dignified and independent powerful country of the people, provided at the sacrifice of forerunners, to the whole world."
경애하는 김정은동지께서 연설을 마치시자 전승세대와 그 후손들이 터치는 우렁찬 환호성이 또다시 하늘땅을 뒤흔들었다.," When he concluded the speech, thunderous cheers of the generation of war victors and their descendants rocked the sky and the earth again."
우리 인민과 인민군장병들의 심장속에 １９５０년대의 시대정신을 금문자로 새겨주시며 공화국의 전승사가 백전백승의 력사로 줄기차게 흐르도록 현명하게 인도하시는 김정은동지를 모시여 사회주의조선의 앞날은 끝없이 밝고 창창할것이라는 확신이 기념행사장에 차넘치였다.," The event venue was overflowing with conviction that the future of socialist Korea will be eternally bright and rosy as it is led by Kim Jong Un, who has wisely guided the work to give steady continuity to the Republic's history of war victory as the ever-victorious history, implanting in the minds of our people and servicepersons the spirit of the 1950s as golden letters."
열광넘친 환호가 분출하는 속에 장쾌한 축포발사가 시작되였다.," Amid the enthusiastic cheers, the display of spectacular fireworks started."
항일의 전통을 빛나게 이어 부강조국건설의 새 력사를 창조한 전승세대에 드리는 축하의 꽃다발인양 무수한 불꽃들이 령롱한 빛을 뿌리고 오색찬연한 불보라가 불멸의 승리상과 영웅전사들의 군상들을 눈부시게 밝히였다., Fireworks were gorgeously displayed in the sky over the immortal statue of victory and group of sculptures of the heroic fighters like congratulatory bouquets to the generation of war victors who created a new history of building a prosperous country by creditably inheriting the tradition of the anti-Japanese war.
"위대한 사상의 힘, 단결의 힘으로 굴함없이 나아가는 신념의 길우에 모든 승리와 영광이 있다는 철리를 더욱 뜨겁게 새겨주며 선렬들의 고귀한 넋을 이어 우리식 사회주의의 새 승리를 앞당겨올 강렬한 지향과 의지가 어린 전승찬가들의 선률을 타고 축포탄들이 연해연방 터져올랐다."," Fireworks continued to be set off amid the playing of songs in praise of war victory associated with the ardent desire and will to bring earlier a fresh victory of Korean-style socialism true to the noble soul of forerunners, more deeply implanting the immutable truth that all victory and glory are in store on the road of faith advancing unyieldingly by dint of great ideology and unity."
전화의 영웅전사들에게 드리는 어머니조국과 후손들의 숭고한 경의를 담아 밤하늘에 공화국기발과 영웅메달이 특색있게 새겨지고 《위대한 전승 ７.２７ 만세!》라는 글발이 눈부시게 형상되였다.," The fireworks depicting the flag of the Republic and the Hero Medal and letters ""Long live July 27, the day of great war victory"" were also displayed in the sky, reflecting the high tribute the motherland and the descendants pay to the heroic soldiers in the war."
위대한 전승절을 기념하는 특색있는 공연이 시작되였다., A unique performance began to commemorate the great V-Day.
공연무대에는 전시가요들과 승리의 년대들에 투쟁과 신념의 노래로 높이 울린 명곡들이 올랐다., Put on the stage were wartime songs and pieces of popular music echoed as songs of struggle and faith in the annals of victory.
"출연자들은 전쟁초기부터 전인민적인 전선탄원가로, 원쑤격멸의 진군가로 높이 울려퍼졌던 첫 전시가요 《조국보위의 노래》와 전쟁의 불길속에서 태여난 결사항전의 노래들을 통하여 위대한 수령의 두리에 한마음한뜻으로 뭉쳐 미제의 무력침공을 격퇴하고 전승이라는 미증유의 사변을 이루어낸 조국방위자들의 전설적위훈을 격조높이 구가하였다."," Singing ""Song of National Defence"", the first wartime song loudly sung as a song of all-people volunteering to the front and as a song of advance for annihilating the enemy from the beginning of the war, and other songs of death-defying resistance created in the flames of the war, the performers highly praised the legendary feats of the defenders of the country who repelled the U.S. imperialists' armed invasion and won the victory unprecedented in history, united as one in mind and purpose around President Kim Il Sung."
"위대한 수령 김일성동지께서 력사적인 방송연설을 통하여 온 나라를 조국보위성전에로 불러일으키시고 전승열병식장에서 조선인민의 승리를 선언하시는 존귀하신 영상이 화면에 모셔지고 우렁우렁하신 육성록음이 울리자 관람자들은 반미대결전의 최전방에 서시여 특출한 군사사상과 리론, 령활한 전략전술과 담대한 배짱, 열화와 같은 사랑과 믿음으로 ２０세기 군사적기적을 창조하신 만고의 령장에 대한 다함없는 경모심에 넘쳐 열광의 박수를 터쳐올리였다."," When the sacred image and recorded rotund voice of Kim Il Sung making a historic radio speech to arouse the whole country to the sacred war for defence of the country and announcing the victory of the Korean people at the military parade venue celebrating the war victory were shown and played, the audience broke into stormy applause as a token of their boundless reverence for him, the peerlessly brilliant commander who worked military miracle of the 20th century at the forefront of anti-U.S. showdown with his distinguished military idea and theory, superb strategy and tactics, bold pluck and ardent love and trust."
"보병총으로 원자탄을 무찔러 조국의 운명과 미래를 구원하고 후대들에게 영웅조선, 영웅인민이라는 위대한 명성과 영예를 물려준 승리자들에게 드리는 경의가 뜨겁게 흐르는 무대에 《하나밖에 없는 조국을 위하여》를 비롯한 전승세대의 숭고한 정신과 넋을 전하여주는 노래들이 련이어 올랐다."," The stage was full of respects to the war victors who saved the destiny and future of the country by smashing an A-bomb with a rifle and handed down the great fame and honor of being heroic Korea and heroic people to the coming generation. Put on it in succession were ""For My Only Motherland"" and other songs telling the noble spirit and soul of the generation of war victors."
위대한 전승사에 대한 값높은 추억과 긍지를 되새겨주며 노래 《나의 한생》이 울리는 속에 우리 혁명무력의 강화발전을 위한 성스러운 행로에서 불멸의 공훈을 세운 항일혁명투사들과 공화국무력기관 원로들의 모습이 무대전광판에 새겨졌다.," Amid the playing of the song ""My Life"" recalling the worthwhile memoirs and pride of the great history of war victory, the stage electric display showed the images of anti-Japanese revolutionary fighters and veterans of the DPRK armed forces organs who performed immortal feats on the sacred road for strengthening the revolutionary armed forces."
전쟁이라는 가장 처절한 참화를 전승이라는 가장 성스러운 영광으로 전환시킨 전승세대에 드리는 경의가 더욱 뜨겁게 분출된 설화시 《용사들의 넋》으로 공연은 절정을 이루었다.," The performance reached its climax with the narrative poem ""Warriors' Soul"" reflecting the respects to the generation of war victors who turned the war, the worst disaster, into the most sacred glory called war victory."
"１９５０년대 조국방위자들의 위대한 영웅정신이 피줄속에 맥박치는 한 승리는 영원한 우리의것, 조선의것이라는 절대의 신념을 안고 새 세기의 전승사, 백절불굴하는 전승국의 영웅서사시를 세계가 보란듯이 계승자들의 피와 땀으로 이어쓰리라는 엄숙한 맹세가 응축된 설화시는 관람자들의 격정을 불러일으켰다."," The audience was deeply moved by the narrative poem reflecting the solemn pledge of the successors to steadily write a history of war victory in the new century, a heroic epic of the indomitable victor nation, at the cost of their blood and sweat to be proud of in the world, with the absolute faith that victory always belongs to our people and the DPRK as long as they inherit the great heroic spirit of the defenders of the country in the 1950s."
"공화국의 첫 수호자들이 피로써 지켜낸 우리의 사상과 제도, 승리의 고귀한 전통을 대를 이어 굳건히 계승해나가며 성스러운 조국을 더더욱 강대하고 끝없이 번영하는 제일강국으로 력사우에 떠올릴 의지가 차넘치는 종목들에 관람자들은 아낌없는 박수갈채를 보내였다."," They enthusiastically applauded the programs full of the will to reliably carry forward our idea and social system and valuable tradition of victory, defended by the first defenders of the Republic at the cost of their blood, through generations and develop the sacred motherland into the most powerful and eternally thriving country in history."
